gene_symbol,gene_orf,degree,abs_delta_cb,delta_cb_plus,delta_cb_minus,cb_baseline,cb_stress,abs_log2fc,ethanol_phenotype,cb_zscore,predicted_log_odds_contribution,weight_perm_pval,temporal_null_pval,rank_abs_delta_cb,rank_delta_cb_plus,rank_delta_cb_minus,mean_expr,var_expr
SHO1,YER118C,64,0.004333663955564372,-0.004333663955564372,0.004333663955564372,0.0028593533029160883,0.0071930172584804605,0.0798321653459002,0,1.9628146336951693,-1.5937708590173703,0.6666666666666666,0.2549019607843137,110,4949,95,6.4672997099684695,0.1295346640720449
RPS31,YLR167W,329,0.0043318763385528595,-0.0043318763385528595,0.0043318763385528595,0.001740331556706018,0.006072207895258878,1.056788864471498,0,1.9618987230190292,-1.5930271557047722,0.9019607843137255,0.6470588235294118,111,4948,96,10.826039580808198,0.1907069971129799
SMC5,YOL034W,27,0.004323745288633208,-0.004323745288633208,0.004323745288633208,0.0002650267804007142,0.004588772069033922,0.4011660557074119,0,1.9577326654229819,-1.5896443904249615,0.0196078431372549,0.09803921568627451,112,4947,97,5.261829979215936,0.3243343985721483
TUF1,YOR187W,103,0.004306055804252518,-0.004306055804252518,0.004306055804252518,0.0002700745453545983,0.004576130349607117,0.0704297302089358,0,1.948669209718913,-1.582285024270275,0.0196078431372549,0.0392156862745098,113,4946,98,8.133779176443896,0.040718755620922815
UBI4,YLL039C,287,0.004278912914104344,0.004278912914104344,-0.004278912914104344,0.019314024995040667,0.015035112080936323,0.2803459894948883,0,1.9347621688326937,-1.5709927523872738,0.49019607843137253,0.6862745098039216,114,16,5028,8.301058805595536,0.22260831556287927
RVB2,YPL235W,129,0.004241883224227997,0.004241883224227997,-0.004241883224227997,0.006327183759836012,0.0020853005356080145,0.1886890166246893,0,1.9157894872831942,-1.5555872696422817,0.7843137254901961,0.27450980392156865,115,17,5027,7.142227158939481,0.02001916602238509
IRC15,YPL017C,16,0.004173378297956755,-0.004173378297956755,0.004173378297956755,3.967466772465781e-07,0.004173775044634002,2.085621189448855,0,1.880690026416619,-1.5270871265640455,0.0196078431372549,0.13725490196078433,116,4945,99,4.327652378489178,1.2299558501371266
ATG9,YDL149W,37,0.004170620191537824,-0.004170620191537824,0.004170620191537824,0.0007918999943435714,0.004962520185881395,0.4787191527889458,0,1.8792768718657504,-1.5259396699964214,0.19607843137254902,0.11764705882352941,117,4944,100,4.7836425521403,0.24486355475687974
YRB2,YIL063C,12,0.0041586986708986315,-0.0041586986708986315,0.0041586986708986315,4.602261456060306e-05,0.004204721285459234,0.5535337237008386,0,1.8731687133737815,-1.5209799530472805,0.0196078431372549,0.0392156862745098,118,4943,101,6.406495277349679,0.5207862641460939
ELO3,YLR372W,20,0.004151980427163923,-0.004151980427163923,0.004151980427163923,0.0004367916418699993,0.004588772069033922,0.1250762644106338,0,1.8697265268640866,-1.5181849583206892,0.0392156862745098,0.0784313725490196,119,4942,102,8.687444845748157,0.17085023432435667
SGV1,YPR161C,80,0.004147854261720558,-0.004147854261720558,0.004147854261720558,0.00037267737882695236,0.00452053164054751,0.4023171727253789,0,1.8676124280628563,-1.516468347386247,0.058823529411764705,0.0392156862745098,120,4941,103,6.3230033112808925,0.06663468258830846
VMA1,YDL185W,47,0.0041389935859287175,0.0041389935859287175,-0.0041389935859287175,0.004253256628975732,0.0001142630430470145,0.4231617130051219,1,1.8630725364063687,-1.5127820354436952,0.0392156862745098,0.17647058823529413,121,18,5026,10.143024762539355,0.06459500603469041
EBP2,YKL172W,124,0.004096382992792436,0.004096382992792436,-0.004096382992792436,0.004097969979501423,1.5869867089863123e-06,0.1476405495242954,0,1.8412404007090517,-1.4950547263707077,0.0196078431372549,0.0392156862745098,122,19,5025,7.082478798626466,0.18196086310227644
KIP1,YBL063W,9,0.004080936322158302,-0.004080936322158302,0.004080936322158302,1.1902400317397343e-05,0.0040928387224757,0.2285521529895851,1,1.8333260821198314,-1.4886284392827964,0.0196078431372549,0.0196078431372549,123,4940,104,5.328355281425541,0.10929098501835482
TRX2,YGR209C,19,0.004078886464325863,0.004078886464325863,-0.004078886464325863,0.004577200290947565,0.0004983138266217021,5.515933185506797,0,1.8322758086769133,-1.487775635773699,0.11764705882352941,0.5490196078431373,124,20,5024,2.3511195397675753,9.601075772304695
COX20,YDR231C,9,0.004064661741590444,-0.004064661741590444,0.004064661741590444,0.0002732612656537676,0.004337923007244212,0.46567943833589,1,1.8249875722512172,-1.4818577163586417,0.0196078431372549,0.0392156862745098,125,4939,105,4.861903338071624,0.19329236354105034
VMA21,YGR105W,12,0.0040626859750049595,-0.0040626859750049595,0.0040626859750049595,0.00014203531045427496,0.004204721285459234,0.0,1,1.8239752604990065,-1.4810357370727645,0.0196078431372549,0.9803921568627451,126,4938,106,0.0,0.0
PET20,YPL159C,5,0.004042055147788137,-0.004042055147788137,0.004042055147788137,0.00011108906962904186,0.004153144217417179,0.1076212313581779,0,1.813404766492856,-1.472452682400554,0.29411764705882354,0.17647058823529413,127,4937,107,6.2784345888165864,0.25337262803149097
RSA3,YLR221C,71,0.004021754942802354,-0.004021754942802354,0.004021754942802354,0.0004932222442637044,0.004514977187066059,1.4287001976724198,0,1.8030036714291127,-1.4640071766814244,0.0392156862745098,0.09803921568627451,128,4936,108,6.482033851589155,0.8197040259582833
YMR020W,YMR020W,3,0.004002380480063479,-0.004002380480063479,0.004002380480063479,0.00016266613767109702,0.0041650466177345765,0.5232030726342503,0,1.7930768934041061,-1.4559468080309192,0.0196078431372549,0.13725490196078433,129,4935,109,5.726254059423001,0.384630674504602
CBK1,YNL161W,33,0.003956225616610461,-0.003956225616610461,0.003956225616610461,0.0012665476426634928,0.005222773259273954,0.3839889594627887,0,1.7694288010441939,-1.436744974180911,0.0196078431372549,0.0784313725490196,130,4934,110,6.033714313532935,0.06356105869674984
HTB2,YBL002W,119,0.003955987617046931,-0.003955987617046931,0.003955987617046931,0.0010763472371486654,0.0050323348541955965,2.70437350137858,1,1.7693068586260192,-1.436645959088386,0.21568627450980393,0.29411764705882354,131,4933,111,7.8594718169177185,1.4864568939676448
VPS20,YMR077C,23,0.003929379091450109,-0.003929379091450109,0.003929379091450109,0.00014441579051775443,0.004073794881967864,2.8480804681091936,0,1.755673606920806,-1.4255759991907913,0.0196078431372549,0.1568627450980392,132,4932,112,4.492488823146433,1.9510817770219298
STE50,YCL032W,21,0.003917476691132712,-0.003917476691132712,0.003917476691132712,0.0008990279706407459,0.004816504661773458,0.2650892435880925,1,1.7495752449941815,-1.4206242368799011,0.0196078431372549,0.058823529411764705,133,4931,113,6.054445609154841,0.1538679178175573
RLP7,YNL002C,214,0.0039028235138530718,-0.0039028235138530718,0.0039028235138530718,0.0004947166567479998,0.004397540170601072,0.4255942529563334,0,1.7420674838667363,-1.4145280672793825,0.0392156862745098,0.09803921568627451,134,4930,114,7.395256394379683,0.057784838976675384
REC104,YHR157W,5,0.0038992263439793697,-0.0038992263439793697,0.0038992263439793697,0.0004697480658599483,0.004368974409839318,3.951206805845979,0,1.7402244233733564,-1.413031534669869,0.0196078431372549,0.058823529411764705,135,4929,115,3.185619055429459,4.111693256693708
RPS28B,YLR264W,230,0.0038991258449811,-0.0038991258449811,0.0038991258449811,9.865665774536975e-07,0.0039001124115585536,0.0,0,1.7401729313004661,-1.412989724014989,0.09803921568627451,1.0,136,4928,116,0.0,0.0
REC107,YJR021C,6,0.0038976393572703826,0.0038976393572703826,-0.0038976393572703826,0.0038976393572703826,0.0,0.0286489769160267,1,1.739411308449806,-1.4123712996950832,0.21568627450980393,0.058823529411764705,137,21,5023,5.681950900891768,0.30404188547650907
CCH1,YGR217W,12,0.0038722475699266017,-0.0038722475699266017,0.0038722475699266017,9.045824241221981e-05,0.003962705812338822,0.2841319776631223,0,1.726401469673006,-1.401807540098517,0.0196078431372549,0.1568627450980392,138,4927,117,5.343754769477485,0.16984438308790187
TOM6,YOR045W,27,0.0038682801031541363,-0.0038682801031541363,0.0038682801031541363,0.0003515175560404682,0.004219797659194604,0.0,0,1.724368682364131,-1.4001569526615536,0.0196078431372549,0.9607843137254902,139,4926,118,0.0,0.0
PPZ1,YML016C,29,0.0038619321563181912,-0.0038619321563181912,0.0038619321563181912,0.001031541360841103,0.004893473517159294,0.5425834797486164,0,1.7211162226699313,-1.3975160127624122,0.11764705882352941,0.0392156862745098,140,4925,119,6.083894618768453,0.17148240017863833
UTP7,YER082C,161,0.0038471051662085187,-0.0038471051662085187,0.0038471051662085187,0.0006313713265508548,0.004478476492759374,0.4116067654694388,0,1.7135194060984782,-1.3913475317122743,0.1568627450980392,0.09803921568627451,141,4924,120,6.653995610477433,0.06888332662894331
YRB1,YDR002W,14,0.0038393175957151357,-0.0038393175957151357,0.0038393175957151357,0.00016782384447530253,0.0040071414401904384,0.10169854396411,0,1.7095293350093435,-1.38810766437172,0.0196078431372549,0.0784313725490196,142,4923,121,9.350808297139533,0.21269439756958153
PAB1,YER165W,96,0.0038380215565694637,-0.0038380215565694637,0.0038380215565694637,0.0019457515043311512,0.005783773060900615,0.4396222148034105,0,1.708865291155111,-1.3875684724756454,0.1568627450980392,0.0392156862745098,143,4922,122,9.97673867589076,0.07507390654619112
GSP1,YLR293C,50,0.0037676386960259203,0.0037676386960259203,-0.0037676386960259203,0.0037684321893804136,7.934933544931562e-07,0.4768720731101066,0,1.6728036442956682,-1.3582870513439131,0.0196078431372549,0.0392156862745098,144,22,5022,10.303028461842896,0.1278749597623158
CDC28,YBR160W,204,0.0037674888139478425,0.0037674888139478425,-0.0037674888139478425,0.02924179946659613,0.025474310652648286,0.4798597460391818,0,1.6727268501084405,-1.3582246958185138,0.8431372549019608,0.8235294117647058,145,23,5021,6.475860540187585,0.20640519125619994
CDC14,YFR028C,97,0.003743635522052503,-0.003743635522052503,0.003743635522052503,0.004521391258348211,0.008265026780400715,0.2709443822147257,0,1.6605052810769747,-1.3483009973502842,0.43137254901960786,0.27450980392156865,146,4921,123,6.435477384814256,0.09236447780620455
PUB1,YNL016W,64,0.003735898961846195,-0.003735898961846195,0.003735898961846195,0.0006207763009984793,0.004356675262844674,1.070535466447046,0,1.6565413458246685,-1.3450823518482056,0.058823529411764705,0.1568627450980392,147,4920,124,9.28930853463431,0.24078483566656075
RPL29,YFR032C-A,233,0.00373410793398891,-0.00373410793398891,0.00373410793398891,4.358545640037408e-06,0.0037384664796289474,0.0,1,1.6556236875538048,-1.344337229519519,0.058823529411764705,1.0,148,4919,125,0.0,0.0
SEC27,YGL137W,61,0.003727130287773018,0.003727130287773018,-0.003727130287773018,0.004414692279441338,0.0006875619916683198,0.6732422295748997,0,1.652048592540553,-1.3414343154325112,0.09803921568627451,0.3137254901960784,149,24,5020,8.573196928137062,0.06991305413029897
TIP20,YGL145W,26,0.003726959566475536,-0.003726959566475536,0.003726959566475536,0.0006039271623481104,0.004330886728823646,0.5941344676138165,0,1.6519611210866558,-1.3413632901549204,0.0196078431372549,0.058823529411764705,150,4918,126,5.497991762677326,0.08005286188921873
PEX15,YOL044W,11,0.0037262447926998616,-0.0037262447926998616,0.0037262447926998616,0.0001682205911525491,0.0038944653838524105,0.2540048888536059,0,1.651594896706406,-1.341065922418261,0.0392156862745098,0.0392156862745098,151,4917,127,4.433994070922429,0.3095230614815512
NOP7,YGR103W,232,0.0036666449400629135,0.0036666449400629135,-0.0036666449400629135,0.0037690055827925306,0.00010236064272961714,0.2366120053446661,0,1.621058075354299,-1.3162705621419906,0.09803921568627451,0.058823529411764705,152,25,5019,8.214620199432074,0.04966091242208936
NUP188,YML103C,49,0.003664564853912205,0.003664564853912205,-0.003664564853912205,0.004043061184005441,0.0003784963300932355,0.7087563336841685,0,1.6199923140080739,-1.3154051827286106,0.23529411764705882,0.3137254901960784,153,26,5018,6.767584573594945,0.09352932580925415
ACB1,YGR037C,4,0.003664352311049395,-0.003664352311049395,0.003664352311049395,7.934933544931562e-07,0.0036651458044038884,0.0,1,1.619883414687956,-1.3153167584016308,0.0196078431372549,0.37254901960784315,154,4916,128,0.48605407503138265,2.3624856385461297
SSB2,YNL209W,112,0.003655094267631464,0.003655094267631464,-0.003655094267631464,0.0051666991079409265,0.0015116048403094626,0.4291152000117293,0,1.6151399261487216,-1.311465129381685,0.29411764705882354,0.37254901960784315,155,27,5017,11.396607629565013,0.06358512498361667
RSM24,YDR175C,121,0.003651539912400853,-0.003651539912400853,0.003651539912400853,4.851959960073434e-05,0.0037000595120015873,0.3880648678096037,1,1.6133188023388985,-1.3099864089722622,0.0392156862745098,0.0784313725490196,156,4915,129,6.2075133707626415,0.14159250158382855
RPS11A,YDR025W,298,0.0036379140495102287,-0.0036379140495102287,0.0036379140495102287,0.00015260370490357837,0.0037905177544138072,0.669798577602382,1,1.6063374001633945,-1.304317633555884,0.0784313725490196,0.0784313725490196,157,4914,130,10.006141147548627,0.1391279941293109
ATG18,YFR021W,28,0.0036357865502876416,-0.0036357865502876416,0.0036357865502876416,0.0011172386431263638,0.004753025193414005,0.6080664673720362,1,1.605247346064056,-1.3034325288554938,0.0392156862745098,0.23529411764705882,158,4913,131,5.688045220819259,0.3072471100149625
CTR9,YOL145C,60,0.003612113998545262,-0.003612113998545262,0.003612113998545262,7.181114858163064e-05,0.0036839251471268925,0.8403496603000562,0,1.593118381787768,-1.2935840238149448,0.09803921568627451,0.5686274509803921,159,4912,132,6.695746296340961,0.10673234624308496
TIM23,YNR017W,51,0.0035983601137340483,-0.0035983601137340483,0.0035983601137340483,0.001172518680156053,0.004770878793890101,0.562948198929214,0,1.5860713857836686,-1.2878619873668051,0.09803921568627451,0.23529411764705882,160,4911,133,7.738681813583047,0.17063392462193966
GCN2,YDR283C,36,0.0035953183892084906,-0.0035953183892084906,0.0035953183892084906,0.0007585796468954573,0.004353898036103948,0.3667467584048953,1,1.584512915513531,-1.2865965369984662,0.0196078431372549,0.0784313725490196,161,4910,134,6.1764078133818785,0.11266510690470814
MCK1,YNL307C,23,0.003569133108510217,-0.003569133108510217,0.003569133108510217,0.0006645506843880183,0.004233683792898235,0.6235994519657275,0,1.571096519274956,-1.2757026599145074,0.23529411764705882,0.13725490196078433,162,4909,135,7.499374505735527,0.19743089356281984
TGL5,YOR081C,15,0.003550486014679627,-0.003550486014679627,0.003550486014679627,0.0007359650862924024,0.0042864511009720295,0.7261935337641487,0,1.5615424189232432,-1.2679448989607787,0.21568627450980393,0.058823529411764705,163,4908,136,5.925464955720574,0.1772108931236596
MNN11,YJL183W,21,0.003550404753311998,-0.003550404753311998,0.003550404753311998,0.0009472526089280748,0.0044976573622400725,0.0246196026440017,1,1.561500783520531,-1.2679110917482141,0.0196078431372549,0.0392156862745098,164,4907,137,6.509795857394454,0.11139661340417967
RHO1,YPR165W,52,0.003544600938967136,0.003544600938967136,-0.003544600938967136,0.003943728096277193,0.00039912715731005755,0.0584426880195056,0,1.5585271177484117,-1.2654965275959493,0.0196078431372549,0.0784313725490196,165,28,5016,8.608008688085688,0.13637368475676287
SCS2,YER120W,24,0.003530516431924883,-0.003530516431924883,0.003530516431924883,0.0015510150102492893,0.0050815314421741725,0.0373044567192693,1,1.5513107228019059,-1.2596369421947293,0.058823529411764705,0.11764705882352941,166,4906,138,8.312729544954374,0.029256678286336515
BIK1,YCL029C,23,0.0035296910713673974,-0.0035296910713673974,0.0035296910713673974,0.00014380075350001474,0.0036734918248674123,0.2111450869210553,1,1.5508878377312239,-1.259293566976919,0.0392156862745098,0.0784313725490196,167,4905,139,5.443954693521788,0.292142528402152
SUI2,YJR007W,107,0.003520730013886134,-0.003520730013886134,0.003520730013886134,0.0004951398532037295,0.0040158698670898635,0.4235430666223445,0,1.5462965141066807,-1.2555654931835527,0.29411764705882354,0.09803921568627451,168,4904,140,8.101693312285018,0.10048402848933263
MOT3,YMR070W,17,0.003496583255400949,0.003496583255400949,-0.003496583255400949,0.004086942311143857,0.0005903590557429082,0.091051554669356,0,1.5339245833472839,-1.245519703644585,0.0392156862745098,0.1568627450980392,169,29,5015,5.167607333718083,0.19104163098196095
KTI11,YBL071W-A,10,0.003492957746478874,-0.003492957746478874,0.003492957746478874,0.0008506248760166634,0.004343582622495537,0.0,0,1.532067002944556,-1.2440113811248086,0.058823529411764705,1.0,170,4903,141,0.0,0.0
RRP1,YDR087C,115,0.0034862130529656806,-0.0034862130529656806,0.0034862130529656806,0.0008883158103550884,0.004374528863320769,0.7841899788922166,0,1.5286112645194676,-1.24120538248197,0.09803921568627451,0.19607843137254902,171,4902,142,6.7703201944928395,0.11302472578216867
GLC7,YER133W,112,0.0034844130871167014,-0.0034844130871167014,0.0034844130871167014,0.008149506045075626,0.011633919132192328,0.2466076025189725,0,1.5276890267430592,-1.2404565416755624,0.39215686274509803,0.5490196078431373,172,4901,143,8.175241627596701,0.03850535036716349
